TCP,text_name,EEBO,VID,STC,ESTC,Status,Author,Author 2,Author 3,Author 4,Translator,Date,Date Corrections,Title,Form,Genre,Network,Notes,Pages,Simplified Title,Subgenre,BigNamesSubgenre,Terms,SuperScience,BigNamesScience
B07987,B07987.headed.txt,68222550,183778,STC 19974.6; ESTC S125749,S125749,Restricted,"Spenser, Edmund, 1552?-1599.",,,,,1592,,"Axiochus. A most excellent dialogue, written in Greeke by Plato the phylosopher: concerning the shortnesse and vncertainty of this life, with the contrary ends of the good and wicked. / Translated out of Greeke by Edw. [sic] Spenser. ; Heereto is annexed a sweet speech or oration spoken at the tryumphe at White-hall before her Maiestie, by the page to the right noble Earle of Oxenforde..; Axiochus. English. Spenser. 1592.",,Philosophy of Science,Platonism,,38,,,,"Philosophy, Ancient -- Early works to 1800.",TRUE,FALSE
B08000,B08000.headed.txt,68222590,183784,STC 20398.7; ESTC S94797,S94797,Restricted,"Proclus, ca. 410-485.; Salesbury, William, 1520?-1600 ?",,,,"Salesbury, William, 1520?-1600 ?",1550,,"The descripcion of the sphere or the frame of the worlde, right worthy to be red and studyed on, of all noble wyttes, specially of all those that be desyrous to attayne any perfecte knowledge in cosmography, or true descripcion of reagions, townes, or countrees, / set forth by Proclus Diadochus, and Englysshed by wyllyam [sic] Salysbury..; Sphaera. English. 1550",,Astronomy,Platonism,,46,The descripcion of the sphere or the frame of the worlde,,Astronomy,"Astronomy, Greek -- Early works to 1800.; Cosmology -- Early works to 1800.; Spherical astronomy -- Early works to 1800.",TRUE,TRUE
B08245,B08245.headed.txt,62369728,187773,Wing A167A; ESTC R215626,R215626,Restricted,,,,,,1686,,The accomplish'd sea-mans delight containing : 1. The great military of nature demonstrated by art ... 2. The closset of magnetical miracles unlocked ... 3. Directions for sea-men in distress of weather ... 4. The resolver of curiossities being a profitable discourse of local ...,,Navigation,,,169,,,,Navigation -- Early works to 1800.; Nautical astronomy -- Early works to 1800.; Compass -- Early works to 1800.,TRUE,FALSE
B08404,B08404.headed.txt,124064092,192200,Wing B158; ESTC R170413,R170413,Restricted,B. R.,,,,,1676,,[A Brief account of some choice & famous medicines],,Med-Materia Medica/Recipes,,,32,,,,Drugs -- Early works to 1800.,TRUE,FALSE
B08456,B08456.headed.txt,64550946,181316,Wing B1921A; ESTC R175533,R175533,Restricted,"Bentley, Richard, 1662-1742.; Boyle, Robert, 1627-1691.; Stillingfleet, Edward, 1635-1699.",,,,,1693,,"A confutation of atheism from the structure and origin of human bodies. Part I a sermon preached at Saint Martin's in the Fields, May 2. 1692. Being the third of the lecture founded by the Honourable Robert Boyle, Esquire / by Richard Bentley.",,Science-Religion,Royal Society,,34,,,,"Bible. -- N.T. -- Acts, XVII, 27 -- Sermons.; Christianity and atheism -- Early works to 1800.; Atheism -- Sermons -- Early works to 1800.; Atheism -- Controversial literature -- Early works to 1800.; Religion and science -- Early works to 1800.",TRUE,FALSE
B08789,B08789.headed.txt,64551111,184479,Wing C4887A; ESTC R171418,R171418,Restricted,"Armuthaz, Bollicosgo.",,,,,1663,,"The coffee-mans granado discharged upon the Maidens complaint against coffee. In a dialogue between Mr. Black-burnt and Democritus; wherein is discovered severall strange, wonderful, and miraculous cures performed by coffee, (the like never heard of since the creation.) with the names of the persons, and places of their abode, who were cured when left off by the physitians. Also some merry passages between Peg and Cis, two merry milk-maids of Islington, touching the rare vertues of chocolate / written by Don Bollicosgo Armuthaz.",,Med-Specific Treatise,,,14,,Substances,,"Coffee -- Anecdotes, facetiae, satire, etc. -- Early works to 1800.; Coffeehouses -- England -- Anecdotes, facetiae, satire, etc. -- Early works to 1800.",TRUE,FALSE
B09557,B09557.headed.txt,64551398,184664,Wing M3028; ESTC R224381,R224381,Restricted,"Moyle, John, d. 1714.",,,,,1686,,"Abstractum chirurgiae marinae., or, An abstract of sea chirurgery: designed for the use of such chirurgeons who desire to serve at sea, yet are unacquainted with sea practice : in order to their restoring to health of sick or wounded sea-men; but may all fitly serve for most chirurgeons. In three compendious books. The first containeth certain directions necessary to be observed by the sea-chirurgeon in his fitting out. The second teacheth how he should perform his chirurgical duty being at sea, both in an ingagement and at other times. The third instructeth how he must execute the phisical office imposed on him / by John Moyle.",,Anatomical/Surgical,,,154,,,,"Medicine -- Early works to 1800.; Medicine, Naval -- Early works to 1800.; Surgery, Naval -- Early works to 1800.",TRUE,FALSE
B09878,B09878.headed.txt,64551679,184764,Wing R1332A; ESTC R218433,R218433,Restricted,"RhodokanakÄs, KÅçnstantinos, 1635-1689.",,,,,1667,,"Alexicacvs spirit of salt of the vvorld, which vulgarly prepair'd is call'd the spirit of salt., or, The transcendent virtue of the true spirit of salt long look'd for, and now philosophically prepared and purified from all hurtfull or coroding qualities, far beyond any thing yet known to the world : being both safe and pleasant for the use of all men, women, and children / by Constantine Rhodocanaces.",,Med-Specific Treatise,,,37,,Substances,,Salt -- Therapeutic use -- Early works to 1800.; Materia medica -- Early works to 1800.,TRUE,FALSE
B10213,B10213.headed.txt,80924904,192126,Wing T3330; ESTC R185799,R185799,Restricted,"Turner, Robert, fl. 1654-1665.",,,,,1654,,"Mikrokosmographa. A description of the little-world, or, body of man, exactly delineating all the parts according to the best anatomists. With the severall diseases thereof. Also their particular and most approved cures. / by R.T. doctor of physick.",,Anatomical/Surgical,,,188,,,,"Human anatomy -- Early works to 1800.; Body, Human -- Early works to 1800.; Diseases -- Early works to 1800.",TRUE,FALSE
B11293,B11293.headed.txt,99842602,177062,STC 1099; ESTC S106893,S106893,Restricted,"Babington, John.; Droeshout, John, d. 1652, engraver.",,,,,1635,,"Pyrotechnia or, A discourse of artificiall fire-works in which the true grounds of that art are plainly and perspicuously laid downe: together with sundry such motions, both straight and circular, performed by the helpe of fire, as are not to be found in any other discourse of this kind, extant in any language. VVhereunto is annexed a short treatise of geometrie, contayning certaine definitions and problemes, for the mensuration of superficies and sollids, with tables for the square root to 25000, and the cubick root to 10000 latus, wherein all roots under those numbers are extracted onely by ocular inspection. VVritten by Iohn Babington gunner, and student in the mathematicks.",,Mathematics,,,95,,Instruments,,"Fireworks -- Early works to 1800.; Geometry -- Early works to 1800.; Mensuration -- Early works to 1800.; Roots, Numerical -- Tables.",TRUE,FALSE
B11307,B11307.headed.txt,99836204,176830,STC 1148; ESTC S100362,S100362,Restricted,"Bacon, Francis, 1561-1626.",,,,,1625,,"The essayes or counsels, ciuill and morall, of Francis Lo. Verulam, Viscount St. Alban; Essays",,Philosophy of Science,Baconian,,356,,,,,TRUE,FALSE
B22610,B22610.headed.txt,99827935,207638,Wing E3385A,,Restricted,"EttmÃ_ller, Michael, 1644-1683.",,,,,1699,,"Etmullerus abridg'd: or, A compleat system of the theory and practice of physic. Being a description of all diseases incident to men, women and children. With an account of their causes, symptoms, and most approved methods of cure, physical and chirurgical. To which is prefix'd a short view of the animal and vital functions; and the several vertues and classes of med'cines. Translated from the last edition of the works of Michael Etmullerus, late professor of physic in the University of Leiptsich; Opera omnia: nempe, instutionis medicinÃ_. Abridgments.",,Med-Materia Medica/Recipes,,,677,,,,"Medicine -- Early works to 1800.; Medicine -- Formulae, receipts, prescriptions -- Early works to 1800.",TRUE,FALSE
B22628,B22628.headed.txt,13254699,199404,Wing E3480,,Restricted,"Evelyn, John, 1620-1706.",,,,,1699,,Acetaria a discourse of sallets / by J. E. ...,,Med-Materia Medica/Recipes,Royal Society,,288,,,,Herbs -- England -- Early works to 1800.; Vegetables -- England -- Early works to 1800.,TRUE,FALSE
B23094,B23094.headed.txt,99827065,207487,Wing F1648C,,Restricted,"Fountaine, Edward.",,,,,1654,,"Melancholys bane: or, Choice, pleasant, and profitable recreations Gathered out of many most famous and industrious searchers of art and natures secrets. By Edward Fountaine, an expert artist, living upon London-bridge, next door to the Angel.",,Alchemy,Occultism,,19,,,,Alchemy -- Early works to 1800.,TRUE,FALSE
B23791,B23791.headed.txt,12601131,199245,Wing G2183,,Restricted,"Guide, Philippe, d. 1718.",,,,,1699,,"An essay concerning nutrition in animals proving it analogical to that of plants, and discovering the like structure and use of the organs to be alike in both, with many observations towards the practise of physick : together by Philip Guide ...",,Natural History,,,24,,Biology,,Medicine -- Philosophy -- Early works to 1800.,TRUE,FALSE
B24252,B24252.headed.txt,31355230,205860,Wing H2431,,Restricted,"Holland, R. (Richard), 1596-1677.; Gunter, Edmund, 1581-1626.; Prujean, Joh. (John), mathematical instrument maker.",,,,,1676,,"An explanation of Mr. Gunter's quadrant, as it is enlarged with an analemma by Richard Holland.",,Mathematics,,,18,,Instruments,Instruments,Quadrant.; Astronomical instruments.,TRUE,TRUE
K029169.000,K029169.000.txt,,,,,Free,Apothecary.,,,,,1704,,"Reasons: why the apothecary may be suppos'd to understand the administration of medicines in the cure of diseases, as well as the physician. In a letter from an apothecary to a physician",,Med-Specific Treatise,,,22,,Polemic,,,TRUE,FALSE
K029412.000,K029412.000.txt,,,,,Free,"Newton, Isaac, Sir, 1642-1727.",,,,Anon.,1702,,"A new and most accurate theory of the moon's motion: whereby all her irregularities may be solved, ... Written by ... Mr. Isaac Newton, and published in Latin by Mr. David Gregory in his excellent Astronomy.; Theory of the Moon's motion. Latin.",,Astronomy,Royal Society,,26,A new and most accurate theory of the moon's motion,,Astronomy,,TRUE,TRUE
K040019.000,K040019.000.txt,,,,,Free,"Whiston, William, 1667-1752.; Ditton, Humphry, 1675-1715.",,,,,1714,,"A new method for discovering the longitude both at sea and land: humbly proposed to the consideration of the publick. By William Whiston, ... and Humphry Ditton, ...",,Mathematics,,,72,,,Mathematics,,FALSE,TRUE
K049569.000,K049569.000.txt,,,,,Free,"Cheyne, George, 1673-1743.",,,,,1701,,"A new theory of continual fevers: Wherein, besides the appearances of such fevers, and the method of their cure; occasionally, the structure of the glands, ... are mechanically explan'd.",,Med-Specific Treatise,,,124,,Disease,,,TRUE,FALSE
K049575.000,K049575.000.txt,,,,,Free,"Mead, Richard, 1673-1754.",,,,,1708,,"A discourse concerning the action of the sun and moon on animal bodies; and the influence which this may have in many diseases. By Richard Mead, M.D. ... In two parts; De imperio solis ac lunÃ_ in corpora humana. English",,Med-Specific Treatise,,,31,,Disease,,,TRUE,FALSE
K053821.000,K053821.000.txt,,,,,Free,"Hicks, T.",,,,,1703,,"A compleat treatise of urines, shewing the right method of urinal prognostication, far different from the common practice of quacks and mountebanks. By T.H. Pharmacop. Rustican",,Med-Specific Treatise,,,99,,Physiology,,,TRUE,FALSE
K054254.000,K054254.000.txt,,,,,Free,"Arbuthnot, John, 1667-1735.",,,,,1701,,An essay on the usefulness of mathematical learning: in a letter from a gentleman in the city to his friend in Oxford.,,Mathematics,,,60,,Practical,,,TRUE,FALSE
K084724.000,K084724.000.txt,,,,,Free,"Whiston, William, 1667-1752.",,,,,1724,,"The calculation of solar eclipses without parallaxes: With a specimen of the same in the total eclipse of the sun, May 11. 1724. ... By Will. Whiston, ...",,Astronomy,,,96,,,Astronomy,,FALSE,TRUE
K088587.000,K088587.000.txt,,,,,Free,"Whiston, William, 1667-1752.",,,,,1715,,"The Copernicus explain'd: or a brief account of the nature and use of an universal astronomical instrument, for the calculation and exhibition of new and full moons, and of eclipses, ... By William Whiston, ...",,Astronomy,,,62,,,Astronomy,,FALSE,TRUE
K111587.000,K111587.000.txt,,,,,Free,"Belloste, Augustin, 1654-1730.",,,,,1701,,"The hospital-surgeon: or, a new, gentle, and easie way, to cure speedily all sorts of wounds, and other diseases belonging to surgery. ... In three parts. ... By Mr. Belloste, ...; Chirurgien d'hopital. English",,Anatomical/Surgical,,,334,,,,,TRUE,FALSE
N00059,N00059.headed.txt,,,Evans 99; Wing D173,,Free,"Danforth, Samuel, 1626-1674.",,,,,1665,,"An astronomical description of the late comet or blazing star, as it appeared in New-England in the 9th, 10th, 11th, and the beginning of the 12th moneth, 1664. : Together with a brief theological application thereof. / By S. Danforth. ; [Seven lines of Scripture text]",,Astronomy,,,25,,,,Comets -- 1664.,TRUE,FALSE
N00242,N00242.headed.txt,,,Evans 306; Wing M1217,,Free,"Mather, Increase, 1639-1723.",,,,,1681,,"Heavens alarm to the world. Or A sermon wherein is shewed, that fearful sights and signs in heaven are the presages of great calamities at hand. By Increase Mather; teacher of a church in Boston in New-England. ; [Eleven lines of Scripture texts]",,Astronomy,Royal Society,,22,,,,Comets -- 1681.; Comets -- Religious aspects.; Astronomy.; Sermons -- 1681.,TRUE,FALSE
