TCP,ESTC,text_name,Title,Title 30 Char or fewer,Author,Physical Description,Phys Desc Notes,Derived Date,Publication Place,Publisher,Verse/Prose/Mixed,Helsinki Prototypical Text Category,Non-Helsinki Prototypical,Status,Notes
K063343.000,T75434,K063343.000.txt,"A genuine narrative of the memorable life and actions of John Dyer, (who was executed at Tyburn, on Friday the 21st day of November, 1729.) containing, a particular relation of all the notorious and surprising facts by him committed ... Wrote by himself,",LifeOfJohnDyerExecutedAtTyburn,"Dyer, John, d. 1729.",8�,,1729,London :,"printed and sold by J. Applebee; W. Meadows; Mrs. Nut; and Mrs. Dod,",prose,,,Free,
K064569.000,T77543,K064569.000.txt,"A discourse on the miracles of our Saviour: in view of the present controversy between infidels and apostates. By Thomas Woolston, ...",DiscourseOnMiraclesOfSavior,"Woolston, Thomas, 1670-1733.",8�,,1727,London :,"printed for the author, sold by him, and by the booksellers of London and Westminster,",prose,,,Free,
K064571.000,T77545,K064571.000.txt,"A third discourse on the miracles of our Saviour, in view of the present controversy between infidels and apostates. By Thomas Woolston,:",3rdDiscourseOnMiraclesOfSavior,"Woolston, Thomas, 1670-1733.",8�,,1728,London :,"printed for the author, and sold by him, and by the booksellers of London and Westminster,",prose,,,Free,
K064572.000,T77546,K064572.000.txt,"A fourth discourse on the miracles of our Saviour: in view of the present controversy between infidels and apostates. By Thomas Woolston, ...",4thDiscourseOnMiraclesOfSavior,"Woolston, Thomas, 1670-1733.",8�,,1728,London :,"printed for the author, and sold by him, and by the booksellers of London and Westminster,",prose,,,Free,
K064573.000,T77547,K064573.000.txt,"A fifth discourse on the miracles of our Saviour: in view of the present controversy between infidels and apostates. The second edition. By Tho. Woolston, ...",5thDiscourseOnMiraclesOfSavior,"Woolston, Thomas, 1670-1733.",8�,,1728,London :,"printed for the author, and sold by him, and by the booksellers of London, and Westminster,",prose,,,Free,
K064574.000,T77548,K064574.000.txt,"A sixth discourse on the miracles of our Saviour: in view of the present controversy between infidels and apostates. By Tho. Woolston, ...",6thDiscourseOnMiraclesOfSavior,"Woolston, Thomas, 1670-1733.",8�,,1729,London :,"printed for the author, and sold by him, and by the booksellers of London, and Westminster,",prose,,,Free,
K064769.000,T77989,K064769.000.txt,"A caution against socinianism given in a discourse: preached at the cathedral and metropolitical church of Christ, Canterbury; on Good Friday, 1787. ... By George Berkeley. ...",CautionAgainstSocinianism,"Berkeley, George, 1733-1795.",8�,,1787,Canterbury :,"printed for Simmons and Kirkby, T. Smith, and Flackton and Marrable; and for --- Gardner,",prose,IR,INST,Free,
K065605.000,T79310,K065605.000.txt,"Geometry no friend to infidelity: or, a defence of Sir Isaac Newton and the British mathematicians, in a letter to the author of The analyst. ... By Philalethes Cantabrigiensis:",GeometryNoFriendToInfidelity,"Jurin, James, 1684-1750.",8�,,1734,London :,"printed for T. Cooper,",prose,EX,ARG,Free,
K066398.000,T80840,K066398.000.txt,"Ode to Mr. Wright of Derby. By William Hayley, Esq:",WrightOfDerbyOde,"Hayley, William, 1745-1820.",4�,,1783,Chichester :,"printed by Dennett Jaques,",verse,NN,DESC,Free,
K066457.000,T80958,K066457.000.txt,"Cibber and Sheridan: or, the Dublin miscellany. Containing all the advertisements, letters, ... Lately publish'd, on account of the theatric squabble. To which are added, several prologues and epilogues, spoke at the theatre in Smock Alley, ... by Mr. Cib",CibberAndSheridanMiscellany,"Cibber, Theophilus, 1703-1758.|Sheridan, Thomas, 1719-1788.",12�,,1743,Dublin :,"printed for Peter Wilson,",prose,NN,NARR,Free,
K066629.001,T81227,K066629.001.txt,"Lectures on the catechism of the Church of England. By William Gilpin,:",LecturesOnCatechism,"Gilpin, William, 1724-1804.",8�,,1779,London :,"printed for R. Blamire; sold by R. Faulder, and B. Law,",prose,IR,INST,Free,
K067641.002,T82891,K067641.002.txt,"The lives of the poets of Great Britain and Ireland: to the time of Dean Swift. Compiled from ample materials scattered in a variety of books, ... by Mr. Cibber. In four volumes. ...",PoetsLivesToSwift,"Shiells, Robert, d. 1753.|Cibber, Theophilus, 1703-1758.",12�,,1753,London :,"printed for R. Griffiths,",mixed,NN,NARR,Free,
K069107.000,T84741,K069107.000.txt,"Airs, ballads, &c. in The blackamoor wash'd white. A new comic opera. As it will be performed this evening at the Theatre-Royal, Drury-Lane:|Blackamoor wash'd white.",BlackamoorWashedWhiteOpera,"Dudley, H. Bate, Sir (Henry Bate), 1745-1824.",8�,,1776,[London] :,"Printed by Cox and Bigg, in the Savoy; and sold by J. Corral, Catherine-Street, Strand,",verse,NI,NARR,Free,
K069755.000,T85573,K069755.000.txt,"Miscellaneous pieces, in prose: by J. and A. L. Aikin.",MiscellaneousPiecesProse,"Aikin, John, 1747-1822.|Barbauld, Mrs. (Anna Letitia), 1743-1825.",8�,,1774,Belfast :,"printed by James Magee,",prose,NN,NARR,Free,
K070022.001,T85928,K070022.001.txt,"The history of England: under the House of Tudor. ... By David Hume, Esq; In two volumes. ...",HistoryOfTudorEnglandHume,"Hume, David, 1711-1776.",4�,,1759,London :,"printed for A. Millar,",prose,NN,NARR,Free,
K070362.002,T86362,K070362.002.txt,"Alciphron: or, the minute philosopher. In seven dialogues. Containing an apology for the Christian religion, against those who are called free-thinkers. ...",AlciphronInSevenDialogues,"Berkeley, George, 1685-1753.",8�,,1732,Dublin :,"printed for G. Risk, G. Ewing, and W. Smith,",prose,NI,ARG,Free,
K071701.000,T88244,K071701.000.txt,"Heads of Mr. Francis's speech, in the House of Commons, on the 7th of May, 1793, on Mr. Grey's motion for a reform in Parliament:",MrFrancisCommonsSpeech,"Francis, Philip, Sir, 1740-1818.",8�,,1793,London :,"printed for J. Debrett,",prose,STA,STA,Free,
K072424.000,T89182,K072424.000.txt,Notes upon the twelve books of Paradise lost: Collected from the Spectator. Written by Mr. Addison.,SpectatorNotesOnParadiseLost,"Addison, Joseph, 1672-1719.",12�,,1719,London :,"printed for Jacob Tonson,",mixed,,,Free,
K072976.000,T89867,K072976.000.txt,"Don Quixote in England: A comedy. As it is acted at the New Theatre in the Hay-Market. By Henry Fielding, Esq;.",DonQuixoteInEnglandComedy,"Fielding, Henry, 1707-1754.",8�,,1734,London :,"printed for J. Watts,",prose,NI,NARR,Free,
K073090.000,T90012,K073090.000.txt,An enquiry into the present state of polite learning in Europe:,EnquiryIntoPoliteLearning,"Goldsmith, Oliver, 1730?-1774.",8�,,1759,London :,"printed for R. and J. Dodsley,",prose,EX,EX,Free,
K073164.000,T90094,K073164.000.txt,The poetry of Anna Matilda:,AnnaMatildaPoetry,"Cowley, Mrs. (Hannah), 1743-1809.",8�,,1788,London :,"printed by John Bell,",mixed,NI,NARR,Free,
K073280.000,T90234,K073280.000.txt,Poems on several occasions: By Stephen Duck.,PoemsOnSeveralOccasionsDuck,"Duck, Stephen, 1705-1756.",4�,,1736,London :,"printed for the author,",verse,NI,NARR,Free,
K073795.001,T90948,K073795.001.txt,"Moral tales in verse: founded on real events. Written by Thomas Hull, ...",MoralTalesInVerse,"Hull, Thomas, 1728-1808.",8�,,1797,London :,"printed for, and under the direction of, George Cawthorn,",verse,NI,NARR,Free,
K075282.000,T93222,K075282.000.txt,The poetical works: of Thomas Gray. With the life of the author. Cooke's edition. Embellished with superb engravings.,PoeticalWorksThomasGray,"Gray, Thomas, 1716-1771.",12�,,1799,London :,"printed for C. Cooke; and sold by all the booksellers in Great Britain and Ireland,",verse,NI,DESC,Free,
K075318.000,T93261,K075318.000.txt,"Nature in perfection; or, the mother unveil'd: being a congratulatory poem to Mrs. Bret, upon His Majesty's most gracious pardon granted to Mr. Richard Savage, son of the late Earl Rivers.",NatureInPerfection,"Savage, Richard, d. 1743.",2�,,1728,London :,"printed for T. Green, and sold by J. Roberts,",verse,,,Free,
K075625.000,T93645,K075625.000.txt,"Oculus Britanni�: an heroi-panegyrical poem on the university of Oxford. Illustrated with divers beautiful similes, and useful digressions.",PanegyrickOnOxfordUniversity,"Amhurst, N. (Nicholas), 1697-1742.",8�,,1724,,London :,verse,,,Free,
K076603.000,T95112,K076603.000.txt,Mr. Whiston's letter to the Right Honourable the Earl of Nottingham: concerning the eternity of the Son of God and of the Holy Spirit.,WhistonLetterToEarlNottingham,"Whiston, William, 1667-1752.",8�,,1719,London :,"printed for J. Senex, and W. Taylor,",prose,,,Free,
K077667.000,T96447,K077667.000.txt,"Hymns founded on various texts in the holy scriptures: By the late Reverend Philip Doddridge, D.D. Published from the author's manuscript by Job Orton.",HymnsByDoddrige,"Doddridge, Philip, 1702-1751.",12�,,1755,Salop :,"printed by J. Eddowes and J. Cotton: and sold by J. Waugh and W. Fenner; and J. Buckland, London,",verse,IR,INST,Free,
K078024.007,T96891,K078024.007.txt,"The natural history of British insects: explaining them in their several states, with the periods of their transformations, their food, �conomy, &c. Together with the history of such minute insects as require investigation by the microscope. The whole ill",NaturalHistoryBritishInsects,"Donovan, E. (Edward), 1768-1837.",8�,,1792,London :,"printed for the author, and for F. and C. Rivington,",prose,EX,EX,Free,
K079654.000,T99014,K079654.000.txt,"The life of Bernard Gilpin: By William Gilpin, M.A. ...",LifeOfBernardGilpin,"Gilpin, William, 1724-1804.",8�,,1753,London :,"printed for John and James Rivington,",prose,NN,NARR,Free,
K080111.000,T99570,K080111.000.txt,"Instructions for collecting and preserving various subjects of natural history; as animals, birds, reptiles, shells, corals, plants, &c. Together with A treatise on the management of insects in their several states; selected from the best authorities. By",CollectingNaturalHistory,"Donovan, E. (Edward), 1768-1837.",8�,,1794,London :,"printed for the author; and sold by Messrs. Rivingtons,",prose,IS,INST,Free,
K080453.000,T99966,K080453.000.txt,"The life of Hugh Latimer, Bishop of Worcester. By William Gilpin, M.A.:",LifeOfHughLatimer,"Gilpin, William, 1724-1804.",8�,,1755,London :,"printed by Charles Rivington, for John and James Rivington,",prose,NN,NARR,Free,
K080492.000,T100015,K080492.000.txt,Britannia. A poem:,BritanniaAPoem,"Thomson, James, 1700-1748.",2�,,1729,London :,"printed for T. Warner,",verse,,,Free,
K080662.001,T100223,K080662.001.txt,"The natural history of British birds: or, a selection of the most rare, beautiful, and interesting birds which inhabit this country: the descriptions from the Systema natur� of Linn�us; with general observations, either original, or collected ... By E. Do",NaturalHistoryBritishBirds,"Donovan, E. (Edward), 1768-1837.",8�,,1799,London :,"printed for the author; and for F. and C. Rivington,",prose,EX,EX,Free,
K081759.000,T101624,K081759.000.txt,"A sermon preached at the Parish-church of St. Anne, Westminster: on Thursday, May the 10th, 1758. before the governors of the Middlesex-Hospital, ... By Thomas Francklin, ...",MiddlesexHospitalSermon,"Francklin, Thomas, 1721-1784.",4�,,1758,London :,"printed in the year,",prose,IR,INST,Free,
K082269.003,T102228,K082269.003.txt,Cecilia: or memoirs of an heiress. By the author of Evelina. In five volumes. ...,CeciliaV3,"Burney, Fanny, 1752-1840.",12�,,1782,London :,"printed for T. Payne and Son, and T. Cadell,",prose,NI,NARR,Free,
K082269.005,T102228,K082269.005.txt,Cecilia: or memoirs of an heiress. By the author of Evelina. In five volumes. ...,CeciliaV5,"Burney, Fanny, 1752-1840.",12�,,1782,London :,"printed for T. Payne and Son, and T. Cadell,",prose,NI,NARR,Free,
K082984.000,T103179,K082984.000.txt,A true account of the behaviour and conduct of Archibald Stewart: Esq; late Lord Provost of Edinburgh. In a letter to a friend.,AccountLateArchibaldStewart,"Hume, David, 1711-1776.",12�,,1748,London :,"printed for M. Cooper,",prose,NN,NARR,Free,
K083612.000,T103927,K083612.000.txt,"A check on uncharitableness: or, an answer to a book, entitled, ""The skeleton; or the Arminian anatomized; and the carnal preacher dissected. By W.H."" In three parts. ... To which is added, A farther check to uncharitableness: ... By Thomas King.",CheckOnUncharitableness,"King, Thomas, fl. 1791.",12�,,1791,London :,"printed for the author: and sold by J. Parsons; J. Bruce; W. Baynes; J. Paramore; W. Kent; C. Riedel,",prose,IR,INST,Free,
K084861.001,T105614,K084861.001.txt,"The occasional miscellany, in prose and verse: Consisting of, a variety of letters, written originally to a young gentleman who design'd to go into Holy Orders, ... By John Wallis,.",MiscellanyProseVerses,"Wallis, John, 1714-1793.",8�,,1748,Newcastle upon Tyne :,"printed by John Gooding,",mixed,IR,INST,Free,
K085532.000,T106497,K085532.000.txt,Epistles philosophical and moral:,EpistlesPhilosphicalAndMoral,"Kenrick, W. (William), 1725?-1779.",8�,,1759,London :,"printed for T. Wilcox,",verse,IR,INST,Free,
K085765.000,T106816,K085765.000.txt,"A sermon preach'd on Sunday May 16th, 1756, at the parish church of St. George's Bloomsbury: occasion'd by the death of the Rev. Mr. Sturges, ... By Thomas Francklin.",SturgesDeathSermon,"Francklin, Thomas, 1721-1784.",4�,,1756,London :,"printed for R. Francklin,",prose,IR,INST,Free,
K086024.000,T107132,K086024.000.txt,The memoirs of the Honourable Sir John Reresby: Bart. and last governor of York. ... Published from his original manuscript.,MemorsSirJohnReresby,"Reresby, John, Sir, 1634-1689.",8�,,1734,London :,"printed for Samuel Harding,",prose,NN,NARR,Free,
K086061.000,T107178,K086061.000.txt,"Elegies: I. On the death of Samuel Foote, Esq. II. On age. By Thomas Holcroft, ...",ElegiesDeathOfSamuelFoote,"Holcroft, Thomas, 1745-1809.",4�,,1777,London :,"printed for J. Bew,",verse,NN,DESC,Free,
K086741.000,T108054,K086741.000.txt,"Essays moral and philosophical, on several subjects: viz. A view of the human faculties. ... An essay on self-love.",EssaysOnSeveralSubjects,"Forbes of Pitsligo, Alexander Forbes, Lord, 1678-1762.",8�,,1734,London :,"printed for J. Osborn and T. Longman,",prose,EX,EX,Free,
K086750.000,T108063,K086750.000.txt,"A sermon preach'd before the Right Honourable the Lord Mayor the aldermen, and citizens of London, at the cathedral church of St. Paul, on Friday the twenty ninth day of May, 1741. ... By James Townley,:",SermonatSt.Pauls,"Townley, James, 1714-1778.",8�,,1741,London :,"printed for Francis Gosling,",prose,IR,INST,Free,
K088215.000,T109901,K088215.000.txt,"A defence of free-thinking in mathematics: In answer to a pamphlet of Philalethes Cantabrigiensis, intituled, Geometry no friend to infidelity, or a defence of Sir Isaac Newton, and the British mathematicians. Also an appendix concerning Mr. Walton's Vind",DefenseFreeThinkingMathematics,"Berkeley, George, 1685-1753.",8�,,1735,London :,"printed for J. Tonson,",prose,EX,ARG,Free,
K088839.000,T110665,K088839.000.txt,"Essays on the Characteristics: By John Brown, M.A.",EssaysOnTheCharacteristics,"Brown, John, 1715-1766.",8�,,1751,London :,"printed for C. Davis,",prose,EX,EEX,Free,
K089235.000,T111156,K089235.000.txt,"The life of John Wilkes, Esq: in the manner of Plutarch. Being a specimen of a larger work.",LifeOfJohnWilkes,"Cradock, Joseph, 1742-1826.",8�,,1773,London :,"printed for J. Wilkie,",prose,NN,NARR,Free,
K089369.003,T111391,K089369.003.txt,"Pamela: or, virtue rewarded. In a series of familiar letters from a beautiful young damsel to her parents: and afterwards, in her exalted condition, between her, and persons of figure and quality, ... The third and fourth volumes. ... By the editor of the",PamelaV3,"Richardson, Samuel, 1689-1761.",12�,,1741,London :,"printed for S. Richardson: and sold by C. Rivington ; and J. Osborn,",prose,NI,NARR,Free,
K089369.004,T111391,K089369.004.txt,"Pamela: or, virtue rewarded. In a series of familiar letters from a beautiful young damsel to her parents: and afterwards, in her exalted condition, between her, and persons of figure and quality, ... The third and fourth volumes. ... By the editor of the",PamelaV4,"Richardson, Samuel, 1689-1761.",12�,,1741,London :,"printed for S. Richardson: and sold by C. Rivington ; and J. Osborn,",prose,NI,NARR,Free,
K089849.001,T112211,K089849.001.txt,The Gray's-Inn Journal: In two volumes. ...,GraysInnJournal,"Murphy, Arthur, 1727-1805.",12�,,1756,London :,"printed by W. Faden, for P. Vaillant,",mixed,,,Free,
K091116.002,T113816,K091116.002.txt,"The recess: or, a tale of other times. By the author of The chapter of accidents.",RecessTaleOfOtherTimes,"Lee, Sophia, 1750-1824.",8�,,1785,London :,"printed for T. Cadell,",prose,NI,NARR,Free,
